latin_species,order,family,family_english,english,subspecies
Pseudochelidon eurystomina,Passeriformes,Hirundinidae,"Swallows, Martins",African River Martin,tricolor
Pseudochelidon sirintarae,Passeriformes,Hirundinidae,"Swallows, Martins",White-eyed River Martin,tricolor
Psalidoprocne sirintarae,Passeriformes,Hirundinidae,"Swallows, Martins",White-eyed River Martin,tricolor
Psalidoprocne nitens,Passeriformes,Hirundinidae,"Swallows, Martins",Square-tailed Saw-wing,tricolor
Psalidoprocne nitens,Passeriformes,Hirundinidae,"Swallows, Martins",Square-tailed Saw-wing,nitens
Psalidoprocne nitens,Passeriformes,Hirundinidae,"Swallows, Martins",Square-tailed Saw-wing,centralis
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,centralis
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,pristoptera
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,blanfordi
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,antinorii
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,oleaginea
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,mangbettorum
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,chalybea
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,petiti
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,ruwenzori
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,orientalis
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,reichenowi
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,massaica
Psalidoprocne pristoptera,Passeriformes,Hirundinidae,"Swallows, Martins",Black Saw-wing,holomelas
Psalidoprocne obscura,Passeriformes,Hirundinidae,"Swallows, Martins",Fanti Saw-wing,holomelas
Psalidoprocne albiceps,Passeriformes,Hirundinidae,"Swallows, Martins",White-headed Saw-wing,holomelas
Psalidoprocne albiceps,Passeriformes,Hirundinidae,"Swallows, Martins",White-headed Saw-wing,albiceps
Psalidoprocne albiceps,Passeriformes,Hirundinidae,"Swallows, Martins",White-headed Saw-wing,suffusa
Psalidoprocne fuliginosa,Passeriformes,Hirundinidae,"Swallows, Martins",Mountain Saw-wing,suffusa
Neophedina fuliginosa,Passeriformes,Hirundinidae,"Swallows, Martins",Mountain Saw-wing,suffusa
Neophedina cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,suffusa
Neophedina cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,erlangeri
Neophedina cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,suahelica
Neophedina cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,parvula
Neophedina cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,xerica
Neophedina cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,cincta
Phedinopsis cincta,Passeriformes,Hirundinidae,"Swallows, Martins",Banded Martin,cincta
Phedinopsis brazzae,Passeriformes,Hirundinidae,"Swallows, Martins",Brazza's Martin,cincta
Phedina brazzae,Passeriformes,Hirundinidae,"Swallows, Martins",Brazza's Martin,cincta
Phedina borbonica,Passeriformes,Hirundinidae,"Swallows, Martins",Mascarene Martin,cincta
Phedina borbonica,Passeriformes,Hirundinidae,"Swallows, Martins",Mascarene Martin,madagascariensis
Phedina borbonica,Passeriformes,Hirundinidae,"Swallows, Martins",Mascarene Martin,borbonica
Riparia borbonica,Passeriformes,Hirundinidae,"Swallows, Martins",Mascarene Martin,borbonica
Riparia congica,Passeriformes,Hirundinidae,"Swallows, Martins",Congo Martin,borbonica
Riparia riparia,Passeriformes,Hirundinidae,"Swallows, Martins",Sand Martin,borbonica
Riparia riparia,Passeriformes,Hirundinidae,"Swallows, Martins",Sand Martin,riparia
Riparia riparia,Passeriformes,Hirundinidae,"Swallows, Martins",Sand Martin,taczanowskii
Riparia riparia,Passeriformes,Hirundinidae,"Swallows, Martins",Sand Martin,ijimae
Riparia riparia,Passeriformes,Hirundinidae,"Swallows, Martins",Sand Martin,shelleyi
Riparia diluta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Martin,shelleyi
Riparia diluta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Martin,diluta
Riparia diluta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Martin,indica
Riparia diluta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Martin,tibetana
Riparia diluta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Martin,fohkienensis
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,fohkienensis
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,mauritanica
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,minor
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,schoensis
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,newtoni
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,ducis
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,paludicola
Riparia paludicola,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-throated Martin,cowani
Riparia chinensis,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-throated Martin,cowani
Riparia chinensis,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-throated Martin,chinensis
Riparia chinensis,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-throated Martin,tantilla
Tachycineta chinensis,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-throated Martin,tantilla
Tachycineta bicolor,Passeriformes,Hirundinidae,"Swallows, Martins",Tree Swallow,tantilla
Tachycineta cyaneoviridis,Passeriformes,Hirundinidae,"Swallows, Martins",Bahama Swallow,tantilla
Tachycineta thalassina,Passeriformes,Hirundinidae,"Swallows, Martins",Violet-green Swallow,tantilla
Tachycineta thalassina,Passeriformes,Hirundinidae,"Swallows, Martins",Violet-green Swallow,thalassina
Tachycineta thalassina,Passeriformes,Hirundinidae,"Swallows, Martins",Violet-green Swallow,brachyptera
Tachycineta euchrysea,Passeriformes,Hirundinidae,"Swallows, Martins",Golden Swallow,brachyptera
Tachycineta euchrysea,Passeriformes,Hirundinidae,"Swallows, Martins",Golden Swallow,euchrysea
Tachycineta euchrysea,Passeriformes,Hirundinidae,"Swallows, Martins",Golden Swallow,sclateri
Tachycineta leucorrhoa,Passeriformes,Hirundinidae,"Swallows, Martins",White-rumped Swallow,sclateri
Tachycineta leucopyga,Passeriformes,Hirundinidae,"Swallows, Martins",Chilean Swallow,sclateri
Tachycineta stolzmanni,Passeriformes,Hirundinidae,"Swallows, Martins",Tumbes Swallow,sclateri
Tachycineta albilinea,Passeriformes,Hirundinidae,"Swallows, Martins",Mangrove Swallow,sclateri
Tachycineta albiventer,Passeriformes,Hirundinidae,"Swallows, Martins",White-winged Swallow,sclateri
Atticora albiventer,Passeriformes,Hirundinidae,"Swallows, Martins",White-winged Swallow,sclateri
Atticora fasciata,Passeriformes,Hirundinidae,"Swallows, Martins",White-banded Swallow,sclateri
Atticora pileata,Passeriformes,Hirundinidae,"Swallows, Martins",Black-capped Swallow,sclateri
Atticora tibialis,Passeriformes,Hirundinidae,"Swallows, Martins",White-thighed Swallow,sclateri
Atticora tibialis,Passeriformes,Hirundinidae,"Swallows, Martins",White-thighed Swallow,minima
Atticora tibialis,Passeriformes,Hirundinidae,"Swallows, Martins",White-thighed Swallow,griseiventris
Atticora tibialis,Passeriformes,Hirundinidae,"Swallows, Martins",White-thighed Swallow,tibialis
Pygochelidon tibialis,Passeriformes,Hirundinidae,"Swallows, Martins",White-thighed Swallow,tibialis
Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Blue-and-white Swallow,tibialis
Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Blue-and-white Swallow,cyanoleuca
Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Blue-and-white Swallow,peruviana
Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Blue-and-white Swallow,patagonica
Pygochelidon melanoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Black-collared Swallow,patagonica
Alopochelidon melanoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Black-collared Swallow,patagonica
Alopochelidon fucata,Passeriformes,Hirundinidae,"Swallows, Martins",Tawny-headed Swallow,patagonica
Orochelidon fucata,Passeriformes,Hirundinidae,"Swallows, Martins",Tawny-headed Swallow,patagonica
Orochelidon flavipes,Passeriformes,Hirundinidae,"Swallows, Martins",Pale-footed Swallow,patagonica
Orochelidon murina,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-bellied Swallow,patagonica
Orochelidon murina,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-bellied Swallow,meridensis
Orochelidon murina,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-bellied Swallow,murina
Orochelidon murina,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-bellied Swallow,cyanodorsalis
Orochelidon andecola,Passeriformes,Hirundinidae,"Swallows, Martins",Andean Swallow,cyanodorsalis
Orochelidon andecola,Passeriformes,Hirundinidae,"Swallows, Martins",Andean Swallow,oroyae
Orochelidon andecola,Passeriformes,Hirundinidae,"Swallows, Martins",Andean Swallow,andecola
Stelgidopteryx andecola,Passeriformes,Hirundinidae,"Swallows, Martins",Andean Swallow,andecola
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,andecola
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,serripennis
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,psammochroa
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,fulvipennis
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,ridgwayi
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,stuarti
Stelgidopteryx serripennis,Passeriformes,Hirundinidae,"Swallows, Martins",Northern Rough-winged Swallow,burleighi
Stelgidopteryx ruficollis,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Rough-winged Swallow,burleighi
Stelgidopteryx ruficollis,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Rough-winged Swallow,decolor
Stelgidopteryx ruficollis,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Rough-winged Swallow,uropygialis
Stelgidopteryx ruficollis,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Rough-winged Swallow,aequalis
Stelgidopteryx ruficollis,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Rough-winged Swallow,ruficollis
Progne ruficollis,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Rough-winged Swallow,ruficollis
Progne tapera,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-chested Martin,ruficollis
Progne tapera,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-chested Martin,tapera
Progne tapera,Passeriformes,Hirundinidae,"Swallows, Martins",Brown-chested Martin,fusca
Progne murphyi,Passeriformes,Hirundinidae,"Swallows, Martins",Peruvian Martin,fusca
Progne modesta,Passeriformes,Hirundinidae,"Swallows, Martins",Galapagos Martin,fusca
Progne subis,Passeriformes,Hirundinidae,"Swallows, Martins",Purple Martin,fusca
Progne subis,Passeriformes,Hirundinidae,"Swallows, Martins",Purple Martin,subis
Progne subis,Passeriformes,Hirundinidae,"Swallows, Martins",Purple Martin,hesperia
Progne subis,Passeriformes,Hirundinidae,"Swallows, Martins",Purple Martin,arboricola
Progne elegans,Passeriformes,Hirundinidae,"Swallows, Martins",Southern Martin,arboricola
Progne chalybea,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-breasted Martin,arboricola
Progne chalybea,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-breasted Martin,chalybea
Progne chalybea,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-breasted Martin,warneri
Progne chalybea,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-breasted Martin,macrorhamphus
Progne sinaloae,Passeriformes,Hirundinidae,"Swallows, Martins",Sinaloa Martin,macrorhamphus
Progne cryptoleuca,Passeriformes,Hirundinidae,"Swallows, Martins",Cuban Martin,macrorhamphus
Progne dominicensis,Passeriformes,Hirundinidae,"Swallows, Martins",Caribbean Martin,macrorhamphus
Pseudhirundo dominicensis,Passeriformes,Hirundinidae,"Swallows, Martins",Caribbean Martin,macrorhamphus
Pseudhirundo griseopyga,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-rumped Swallow,macrorhamphus
Pseudhirundo griseopyga,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-rumped Swallow,melbina
Pseudhirundo griseopyga,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-rumped Swallow,griseopyga
Cheramoeca griseopyga,Passeriformes,Hirundinidae,"Swallows, Martins",Grey-rumped Swallow,griseopyga
Cheramoeca leucosterna,Passeriformes,Hirundinidae,"Swallows, Martins",White-backed Swallow,griseopyga
Ptyonoprogne leucosterna,Passeriformes,Hirundinidae,"Swallows, Martins",White-backed Swallow,griseopyga
Ptyonoprogne rupestris,Passeriformes,Hirundinidae,"Swallows, Martins",Eurasian Crag Martin,griseopyga
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,griseopyga
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,spatzi
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,presaharica
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,buchanani
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,obsoleta
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,arabica
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,perpallida
Ptyonoprogne obsoleta,Passeriformes,Hirundinidae,"Swallows, Martins",Pale Crag Martin,pallida
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,pallida
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,pusilla
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,bansoensis
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,rufigula
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,pretoriae
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,anderssoni
Ptyonoprogne fuligula,Passeriformes,Hirundinidae,"Swallows, Martins",Rock Martin,fuligula
Ptyonoprogne concolor,Passeriformes,Hirundinidae,"Swallows, Martins",Dusky Crag Martin,fuligula
Ptyonoprogne concolor,Passeriformes,Hirundinidae,"Swallows, Martins",Dusky Crag Martin,concolor
Ptyonoprogne concolor,Passeriformes,Hirundinidae,"Swallows, Martins",Dusky Crag Martin,sintaungensis
Hirundo concolor,Passeriformes,Hirundinidae,"Swallows, Martins",Dusky Crag Martin,sintaungensis
Hirundo nigrorufa,Passeriformes,Hirundinidae,"Swallows, Martins",Black-and-rufous Swallow,sintaungensis
Hirundo atrocaerulea,Passeriformes,Hirundinidae,"Swallows, Martins",Blue Swallow,sintaungensis
Hirundo leucosoma,Passeriformes,Hirundinidae,"Swallows, Martins",Pied-winged Swallow,sintaungensis
Hirundo megaensis,Passeriformes,Hirundinidae,"Swallows, Martins",White-tailed Swallow,sintaungensis
Hirundo dimidiata,Passeriformes,Hirundinidae,"Swallows, Martins",Pearl-breasted Swallow,sintaungensis
Hirundo dimidiata,Passeriformes,Hirundinidae,"Swallows, Martins",Pearl-breasted Swallow,marwitzi
Hirundo dimidiata,Passeriformes,Hirundinidae,"Swallows, Martins",Pearl-breasted Swallow,dimidiata
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,dimidiata
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,javanica
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,namiyei
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,frontalis
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,albescens
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,ambiens
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,subfusca
Hirundo tahitica,Passeriformes,Hirundinidae,"Swallows, Martins",Pacific Swallow,tahitica
Hirundo domicola,Passeriformes,Hirundinidae,"Swallows, Martins",Hill Swallow,tahitica
Hirundo neoxena,Passeriformes,Hirundinidae,"Swallows, Martins",Welcome Swallow,tahitica
Hirundo neoxena,Passeriformes,Hirundinidae,"Swallows, Martins",Welcome Swallow,carteri
Hirundo neoxena,Passeriformes,Hirundinidae,"Swallows, Martins",Welcome Swallow,neoxena
Hirundo albigularis,Passeriformes,Hirundinidae,"Swallows, Martins",White-throated Swallow,neoxena
Hirundo smithii,Passeriformes,Hirundinidae,"Swallows, Martins",Wire-tailed Swallow,neoxena
Hirundo smithii,Passeriformes,Hirundinidae,"Swallows, Martins",Wire-tailed Swallow,smithii
Hirundo smithii,Passeriformes,Hirundinidae,"Swallows, Martins",Wire-tailed Swallow,filifera
Hirundo nigrita,Passeriformes,Hirundinidae,"Swallows, Martins",White-bibbed Swallow,filifera
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,filifera
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,rustica
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,transitiva
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,savignii
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,gutturalis
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,tytleri
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,saturata
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,mandschurica
Hirundo rustica,Passeriformes,Hirundinidae,"Swallows, Martins",Barn Swallow,erythrogaster
Hirundo angolensis,Passeriformes,Hirundinidae,"Swallows, Martins",Angolan Swallow,erythrogaster
Hirundo lucida,Passeriformes,Hirundinidae,"Swallows, Martins",Red-chested Swallow,erythrogaster
Hirundo lucida,Passeriformes,Hirundinidae,"Swallows, Martins",Red-chested Swallow,lucida
Hirundo lucida,Passeriformes,Hirundinidae,"Swallows, Martins",Red-chested Swallow,subalaris
Hirundo lucida,Passeriformes,Hirundinidae,"Swallows, Martins",Red-chested Swallow,rothschildi
Hirundo aethiopica,Passeriformes,Hirundinidae,"Swallows, Martins",Ethiopian Swallow,rothschildi
Hirundo aethiopica,Passeriformes,Hirundinidae,"Swallows, Martins",Ethiopian Swallow,aethiopica
Hirundo aethiopica,Passeriformes,Hirundinidae,"Swallows, Martins",Ethiopian Swallow,amadoni
Delichon aethiopica,Passeriformes,Hirundinidae,"Swallows, Martins",Ethiopian Swallow,amadoni
Delichon urbicum,Passeriformes,Hirundinidae,"Swallows, Martins",Common House Martin,amadoni
Delichon urbicum,Passeriformes,Hirundinidae,"Swallows, Martins",Common House Martin,urbicum
Delichon urbicum,Passeriformes,Hirundinidae,"Swallows, Martins",Common House Martin,meridionale
Delichon lagopodum,Passeriformes,Hirundinidae,"Swallows, Martins",Siberian House Martin,meridionale
Delichon nipalense,Passeriformes,Hirundinidae,"Swallows, Martins",Nepal House Martin,meridionale
Delichon nipalense,Passeriformes,Hirundinidae,"Swallows, Martins",Nepal House Martin,nipalense
Delichon nipalense,Passeriformes,Hirundinidae,"Swallows, Martins",Nepal House Martin,cuttingi
Delichon dasypus,Passeriformes,Hirundinidae,"Swallows, Martins",Asian House Martin,cuttingi
Delichon dasypus,Passeriformes,Hirundinidae,"Swallows, Martins",Asian House Martin,cashmeriense
Delichon dasypus,Passeriformes,Hirundinidae,"Swallows, Martins",Asian House Martin,nigrimentale
Delichon dasypus,Passeriformes,Hirundinidae,"Swallows, Martins",Asian House Martin,dasypus
Cecropis dasypus,Passeriformes,Hirundinidae,"Swallows, Martins",Asian House Martin,dasypus
Cecropis semirufa,Passeriformes,Hirundinidae,"Swallows, Martins",Red-breasted Swallow,dasypus
Cecropis semirufa,Passeriformes,Hirundinidae,"Swallows, Martins",Red-breasted Swallow,gordoni
Cecropis semirufa,Passeriformes,Hirundinidae,"Swallows, Martins",Red-breasted Swallow,semirufa
Cecropis senegalensis,Passeriformes,Hirundinidae,"Swallows, Martins",Mosque Swallow,semirufa
Cecropis senegalensis,Passeriformes,Hirundinidae,"Swallows, Martins",Mosque Swallow,senegalensis
Cecropis senegalensis,Passeriformes,Hirundinidae,"Swallows, Martins",Mosque Swallow,saturatior
Cecropis senegalensis,Passeriformes,Hirundinidae,"Swallows, Martins",Mosque Swallow,monteiri
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,monteiri
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,puella
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,maxima
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,bannermani
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,abyssinica
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,unitatis
Cecropis abyssinica,Passeriformes,Hirundinidae,"Swallows, Martins",Lesser Striped Swallow,ampliformis
Cecropis cucullata,Passeriformes,Hirundinidae,"Swallows, Martins",Greater Striped Swallow,ampliformis
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,ampliformis
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,daurica
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,japonica
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,nipalensis
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,erythropygia
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,rufula
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,melanocrissus
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,kumboensis
Cecropis daurica,Passeriformes,Hirundinidae,"Swallows, Martins",Red-rumped Swallow,emini
Cecropis domicella,Passeriformes,Hirundinidae,"Swallows, Martins",West African Swallow,emini
Cecropis hyperythra,Passeriformes,Hirundinidae,"Swallows, Martins",Sri Lanka Swallow,emini
Cecropis striolata,Passeriformes,Hirundinidae,"Swallows, Martins",Striated Swallow,emini
Cecropis striolata,Passeriformes,Hirundinidae,"Swallows, Martins",Striated Swallow,striolata
Cecropis striolata,Passeriformes,Hirundinidae,"Swallows, Martins",Striated Swallow,mayri
Cecropis striolata,Passeriformes,Hirundinidae,"Swallows, Martins",Striated Swallow,stanfordi
Cecropis striolata,Passeriformes,Hirundinidae,"Swallows, Martins",Striated Swallow,vernayi
Cecropis badia,Passeriformes,Hirundinidae,"Swallows, Martins",Rufous-bellied Swallow,vernayi
Petrochelidon badia,Passeriformes,Hirundinidae,"Swallows, Martins",Rufous-bellied Swallow,vernayi
Petrochelidon fuliginosa,Passeriformes,Hirundinidae,"Swallows, Martins",Forest Swallow,vernayi
Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,"Swallows, Martins",American Cliff Swallow,vernayi
Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,"Swallows, Martins",American Cliff Swallow,pyrrhonota
Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,"Swallows, Martins",American Cliff Swallow,ganieri
Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,"Swallows, Martins",American Cliff Swallow,tachina
Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,"Swallows, Martins",American Cliff Swallow,melanogaster
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,melanogaster
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,pallida
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,citata
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,fulva
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,cavicola
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,poeciloma
Petrochelidon fulva,Passeriformes,Hirundinidae,"Swallows, Martins",Cave Swallow,puertoricensis
Petrochelidon rufocollaris,Passeriformes,Hirundinidae,"Swallows, Martins",Chestnut-collared Swallow,puertoricensis
Petrochelidon rufocollaris,Passeriformes,Hirundinidae,"Swallows, Martins",Chestnut-collared Swallow,aequatorialis
Petrochelidon rufocollaris,Passeriformes,Hirundinidae,"Swallows, Martins",Chestnut-collared Swallow,rufocollaris
Petrochelidon preussi,Passeriformes,Hirundinidae,"Swallows, Martins",Preuss's Cliff Swallow,rufocollaris
Petrochelidon rufigula,Passeriformes,Hirundinidae,"Swallows, Martins",Red-throated Cliff Swallow,rufocollaris
Petrochelidon perdita,Passeriformes,Hirundinidae,"Swallows, Martins",Red Sea Cliff Swallow,rufocollaris
Petrochelidon spilodera,Passeriformes,Hirundinidae,"Swallows, Martins",South African Cliff Swallow,rufocollaris
Petrochelidon fluvicola,Passeriformes,Hirundinidae,"Swallows, Martins",Streak-throated Swallow,rufocollaris
Petrochelidon ariel,Passeriformes,Hirundinidae,"Swallows, Martins",Fairy Martin,rufocollaris
Petrochelidon nigricans,Passeriformes,Hirundinidae,"Swallows, Martins",Tree Martin,rufocollaris
Petrochelidon nigricans,Passeriformes,Hirundinidae,"Swallows, Martins",Tree Martin,timoriensis
Petrochelidon nigricans,Passeriformes,Hirundinidae,"Swallows, Martins",Tree Martin,neglecta
Petrochelidon nigricans,Passeriformes,Hirundinidae,"Swallows, Martins",Tree Martin,nigricans
Petrochelidon nigricans,Passeriformes,Pnoepygidae,Cupwings,Tree Martin,nigricans
Pnoepyga nigricans,Passeriformes,Pnoepygidae,Cupwings,Tree Martin,nigricans
Pnoepyga albiventer,Passeriformes,Pnoepygidae,Cupwings,Scaly-breasted Cupwing,nigricans
Pnoepyga albiventer,Passeriformes,Pnoepygidae,Cupwings,Scaly-breasted Cupwing,pallidior
Pnoepyga albiventer,Passeriformes,Pnoepygidae,Cupwings,Scaly-breasted Cupwing,albiventer
